Индекс,Город,Улица,Дом
,Самарская обл. г.Самара,ул.Гагарина,д.155
,Самарская обл. г.Самара,ул.Гагарина,д.46
,Самарская обл. г.Самара,ул.Галактионовская,д.28
,Самарская обл. г.Самара,ул.Гастелло,д.35А
,Самарская обл. г.Самара,ул.Демократическая,д.30
,Самарская обл. г.Самара,ул.Елизарова/Свободы,д.30/181
,Самарская обл. г.Самара,ул.Ново-Садовая,д.181Р
,Самарская обл. г.Самара,ул.Партизанская,д.171
,Самарская обл. г.Самара,ул.Победы,д.124
,Самарская обл. г.Самара,ул.Пушкина,д.196 пом.Н5
,Самарская обл. г.Самара,ул.Садовая д.100/ул.ЛьваТолстого,д.87
,Самарская обл. г.Самара,ул.Свободы,д.2
,Самарская обл. г.Самара,ул.Ставропольская,д.202
,Самарская обл. п.Тимофеевка,ул.Строителей,д.61А
,Самарская обл. г.о.Тольятти г.Тольятти,б-р Татищева,д.22
,Самарская обл. г.о.Тольятти г.Тольятти,ул.Автостроителей,влд.68А
,Самарская обл. г.о.Тольятти г.Тольятти,ул.Коммунистическая,д.22
,Самарская обл. г.о.Тольятти г.Тольятти,ул.Коммунистическая,д.99 пом.Б/Н(1001)
,Самарская обл. г.Тольятти,б-р Космонавтов,д.3А
,Самарская обл. г.Тольятти,б-р Рябиновый,д.8
,Самарская обл. г.Тольятти,пр-кт Московский,д.31
,Самарская обл. г.Тольятти,пр-кт Степана Разина,д.60
,Самарская обл. г.Тольятти,ул.40 лет Победы,д.6
,Самарская обл. г.Тольятти,ул.Громовой,д.36А
,Самарская обл. г.Тольятти,ул.Революционная,д.30Б
,Самарская обл. г.Тольятти,ул.Юбилейная,д.9
,Самарская обл. м.р-н Хворостянский с.п.Хворостянка с.Хворостянка,ул.Плясункова,д.14
,Самарская обл. г.Чапаевск,ул.Запорожская,д.28
,Самарская обл. г.Чапаевск,ул.Ленина,д.2
,Самарская обл. г.Чапаевск,ул.Строительная,д.1
,Самарская обл. г.Чапаевск,ул.Черняховского,д.20А
,Самарская обл. г.Чапаевск,ул.Щорса,д.114А
,Самарская обл. с.Челно-Вершины,ул.Октябрьская,д.2Д
,Самарская обл. ст.Шентала,ул.Вокзальная,д.2Ш
,Самарская обл. с.Шигоны,пл.Торговая,д.17
,г.Санкт-Петербург вн.тер.г.Колпино г.Колпино,пр-кт Ленина,д.54 стр.1 пом.5-Н ком.2-4
,г.Санкт-Петербург вн.тер.г.Колпино г.Колпино,ул.Севастьянова,"д.28 корп.1 стр.1 пом.26Н пом.1,2,3,4,5,6"
,г.Санкт-Петербург вн.тер.г.п.Парголово ,ул.Николая Рубцова,д.3 стр.1 пом.31-Н
,г.Санкт-Петербург м.о.вн.тер.г.Балканский,ул.Купчинская,д.21 корп.1 лит.А пом.33-H
,г.Санкт-Петербург м.о.вн.тер.г.Большая Охта,пр-кт Энергетиков,д.35 к.4 литера А пом.1-Н
,г.Санкт-Петербург м.о.вн.тер.г.Волковское,ул.Салова,д.61 стр.1 пом.1834-Н
,г.Санкт-Петербург м.о.вн.тер.г.Гагаринское,пр-кт Витебский,д.101 к.4 стр.1 пом.5-Н
,г.Санкт-Петербург м.о.вн.тер.г.Звездное,ул.Ленсовета,д.70 лит.А пом.5-Н
,г.Санкт-Петербург м.о.вн.тер.г.Звездное,ул.Пулковская,д.10 корп.2 лит.А пом.10-Н
,г.Санкт-Петербург м.о.вн.тер.г.Звездное,ш.Московское,д.10 лит.А пом.13-Н
,г.Санкт-Петербург м.о.вн.тер.г.Коломяги,пр-кт Комендантский,д.60 корп.3 стр.1 пом.23-Н
,г.Санкт-Петербург м.о.вн.тер.г.Коломяги,пр-кт Королёва,д.66 корп.1 стр.1 пом.20-Н
,г.Санкт-Петербург м.о.вн.тер.г.Коломяги,пр-кт Орлово-Денисовский,д.19 корп.3 стр.1 пом.2-Н
,г.Санкт-Петербург м.о.вн.тер.г.Комендантский аэродром,пер.Ипподромный,д.3 корп.1 стр.1 пом.31-Н
,г.Санкт-Петербург м.о.вн.тер.г.Константиновское,пр-кт Ветеранов,д.168 лит.А пом.2Н
,г.Санкт-Петербург м.о.вн.тер.г.Лиговка-Ямская,ул.Черняховского,д.16/5 литера А пом.12-Н
,г.Санкт-Петербург м.о.вн.тер.г.Нарвский округ,ул.Балтийская,"д.2/14 лит.А пом.1-Н,2-Н"
,г.Санкт-Петербург м.о.вн.тер.г.Обуховский,пер.2-й Рабфаковский,д.22 лит.Ц пом.5-Н
,г.Санкт-Петербург м.о.вн.тер.г.Пискаревка,пр-кт Кондратьевский,д.62 корп.6 лит.А пом.16-Н
,г.Санкт-Петербург м.о.вн.тер.г.Ржевка,пр-кт Ударников,д.47 пом.11Н
,г.Санкт-Петербург м.о.вн.тер.г.Сампсониевское,ул.Новолитовская,д.10 стр.1 пом.19-Н
,г.Санкт-Петербург м.о.вн.тер.г.Сосновское,пр-кт Художников,д.14 лит.А пом.50-Н
,г.Санкт-Петербург м.о.вн.тер.г.Урицк,пр-кт Народного Ополчения,д.209 лит.А пом.8-Н
,г.Санкт-Петербург м.о.вн.тер.г.Финляндский округ,пр-кт Металлистов,д.77 пом.11-Н (пом.№1 часть пом.№2 пом.№3)
,г.Санкт-Петербург м.о.вн.тер.г.Финляндский округ,ул.Замшина,д.31 лит.А пом.40-Н
,г.Санкт-Петербург м.о.вн.тер.г.Шувалово-Озерки,ул.Композиторов,д.24 корп.3 лит.А пом.36-Н
,г.Санкт-Петербург м.о.вн.тер.г.Южно-Приморский,пр-кт Кузнецова,д.11 корп.1 лит.А
,г.Санкт-Петербург м.о.вн.тер.г.Южно-Приморский,ул.Катерников,д.3 стр.1 пом.127-Н
,г.Санкт-Петербург м.о.вн.тер.г.Южно-Приморский,ул.Маршала Захарова,д.21 лит.Е
,г.Санкт-Петербург м.о.вн.тер.г.Юнтолово,ул.Планерная,д.87 корп.1 стр.1 пом.326Н
,г.Санкт-Петербург,пр-кт Индустриальный,д.30/23 лит.А пом.27-Н
,г.Санкт-Петербург,пр-кт Комендатский,д.71
,г.Санкт-Петербург,пр-кт Кондратьевский,д.31
,г.Санкт-Петербург,пр-кт Кузнецова,д.22 корп.1
,г.Санкт-Петербург,пр-кт Науки,д.17 корп.2 лит.А пом.20-Н
,г.Санкт-Петербург,пр-кт Непокорённых,д.49 лит.А пом.19-Н
,г.Санкт-Петербург,пр-кт Просвещения,"д.62 лит.А пом.102-Н ком.10,11,12 часть 2,3,8"
,г.Санкт-Петербург,пр-кт Пятилеток,д. 8 корп.1 лит.А
,г.Санкт-Петербург,пр-кт Советский (Усть-Славянка),д.43 корп.1 стр.1 пом.21-Н
,г.Санкт-Петербург,пр-кт Среднеохтинский,д.48
,г.Санкт-Петербург,пр-кт Энгельса,д.132 корп.1
,г.Санкт-Петербург,ул.Белы Куна,д.6 корп.1
,г.Санкт-Петербург,ул.Белы Куна,д.8
,г.Санкт-Петербург,ул.Варшавская,д.23 корп.3
,г.Санкт-Петербург,ул.Заставская,д.24
,г.Санкт-Петербург,ул.Караваевская,д.24
,г.Санкт-Петербург,ш.Ланское,д.24/1
,г.Санкт-Петербург вн.тер.г.п.Шушары п.Шушары,пр-кт Старорусский,д.6 литера А пом.39-Н
,Саратовская обл. г.Аркадак,ул.Степная,д.30 
,Саратовская обл. рп.Базарный Карабулак,ул.Ленина,д.113Г
,Саратовская обл. г.Балаково,ул.Ленина,д.101
,Саратовская обл. г.Балаково,ул.Менделеева,д.2
,Саратовская обл. г.Балаково,ул.Минская,д.14
,Саратовская обл. г.Балаково,ул.Минская,д.75
,Саратовская обл. г.Балаково,ул.Проспект Героев,д.3
,Саратовская обл. г.Балаково,ул.Проспект Героев,д.50 пом.61
,Саратовская обл. г.Балаково,ул.Чапаева,д.111
,Саратовская обл. м.р-н Балаковский г.п.г.Балаково г.Балаково,ул.Гагарина,д.36 пом.1Б
,Саратовская обл. м.р-н Балаковский г.п.г.Балаково г.Балаково,ул.Пролетарская,д.69
,Саратовская обл. г.Балашов,пр-кт Космонавтов,д.17А
,Саратовская обл. г.Балашов,пр-кт Космонавтов,д.2
,Саратовская обл. г.Балашов,ул.30 лет Победы,д.156
,Саратовская обл. г.Балашов,ул.30 лет Победы,д.156 № 2
,Саратовская обл. г.Балашов,ул.Карла Маркса,д.24
,Саратовская обл. г.Балашов,ул.Карла Маркса,д.95
,Саратовская обл. г.Балашов,ул.Ленина,д.62
,Саратовская обл. г.Балашов,ул.Нефтяная,д.46
,Саратовская обл. с.Балтай,ул.В.И.Ленина,д.44
,Саратовская обл. р-н Воскресенский с.Воскресенское,ул.Шеина,д.26
,Саратовская обл. рп.Горный ,ул.Краснопартизанская,д.25
,Саратовская обл. п.Дубки,ул.Центральная,уч.7
,Саратовская обл. рп.Екатериновка,ул.Красная,д.4
,Саратовская обл. г.Ершов,ул.Гоголя,д.44Т
,Саратовская обл. г.Ершов,ул.Московская,д.71
,Саратовская обл. г.Калининск,ул.им.Ленина,д.115/1
,Саратовская обл. г.Калининск,ул.им.Чиркина,д.2/1
,Саратовская обл. г.Красноармейск,ул.1 Мая,д.7Б
,Саратовская обл. г.Красный Кут,ул.Армейская,д.76
,Саратовская обл. г.Красный Кут,ул.Комсомольская,д.17
,Саратовская обл. с.Красный Яр,ул.Комсомольская,д.58
,Саратовская обл. рп.Лысые Горы,ул.Советская,д.49А/49Б
,Саратовская обл. г.Маркс,пр-кт Ленина,д.55
,Саратовская обл. г.Маркс,пр-кт Ленина,д.80
,Саратовская обл. г.Маркс,пр-кт Строителей,д.4
,Саратовская обл. г.Маркс,ул.Кирова,д.94
,Саратовская обл. рп.Мокроус,ул.Победы,д.5А
,Саратовская обл. г.Новоузенск,ул.Московская,д.32
,Саратовская обл. рп.Новые Бурасы,ул.Почтовая,д.4
,Саратовская обл. рп.Озинки,ул.Кооперативная,д.81
,Саратовская обл. с.Перелюб,ул.Чапаевская,д.97
,Саратовская обл. г.Петровск,ул.Московская,д.5
,Саратовская обл. г.Петровск,ул.Московская,д.85
,Саратовская обл. рп.Пинеровка,ул.Новая 16м юго-вос,д.2
,Саратовская обл. с.Питерка,ул.Ленина,д.127
,Саратовская обл. г.Энгельс Анисовка,ул.Пархоменко,д.58
,Саратовская обл. г.Пугачев,пр-кт Революционный,д.281
,Саратовская обл. г.Пугачев,ул.Горького,д.59
,Саратовская обл. г.Пугачев,ул.Ермошенко,д.104А
,Саратовская обл. г.Пугачев,ул.Топорковская,д.97/10
,Саратовская обл. рп.Ровное,ул.Гагарина,д.10
,Саратовская обл. г.Ртищево,ул.Зои Космодемьянской,д.15
,Саратовская обл. г.Ртищево,ул.Советская,д.2А
,Саратовская обл. рп.Самойловка,ул.30 лет Победы,д.62А
,Саратовская обл. г.о.г.Саратов г.Саратов,проезд 2-й Детский,зд.9/11А
,Саратовская обл. г.о.г.Саратов г.Саратов,ул.им.Азина В.М.,д.36/6 пом.I
,Саратовская обл. г.о.г.Саратов г.Саратов,ул.им.Космодемьянской З.А ,д.10
,Саратовская обл. г.о.г.Саратов г.Саратов,ул.им.Рахова В.Г.,д.80/84 лит.АА1
,Саратовская обл. г.о.г.Саратов г.Саратов,ул.Московская,д.14
,Саратовская обл. г.о.г.Саратов г.Саратов,ул.Огородная,д.223 пом.5
,Саратовская обл. г.Саратов,мкр.Жасминный ул.им Моисеева Ю.С.,д.5А
,Саратовская обл. г.Саратов,пересечение ул.Гвардейской и проезда Молодежного,
,Саратовская обл. г.Саратов,пл.им.Орджоникидзе Г.К.,д.1
,Саратовская обл. г.Саратов,пр-кт 50 лет Октября,д.20/32
,Саратовская обл. г.Саратов,пр-кт Энтузиастов,д.57
,Саратовская обл. г.Саратов,ул.Батавин,д.12
,Саратовская обл. г.Саратов,ул.Большая Горная,д.341
,Саратовская обл. г.Саратов,ул.Большая Садовая,д.73
,Саратовская обл. г.Саратов,ул.Волжская,д.24/26
,Саратовская обл. г.Саратов,ул.Высокая,д.1
,Саратовская обл. г.Саратов,ул.Измайлова,д.10
,Саратовская обл. г.Саратов,ул.им.Азина В.М.,д.33
,Саратовская обл. г.Саратов,ул.им.Вавилова Н.И.,д.15
,Саратовская обл. г.Саратов,ул.им.Лебедева-Кумача В.И.,д.70Б
,Саратовская обл. г.Саратов,ул.им.Оржевского в.и.,д.7
,Саратовская обл. г.Саратов,ул.им.Пономарева П.Т.,д.21
,Саратовская обл. г.Саратов,ул.им.Радищева А.Н.,д.11
,Саратовская обл. г.Саратов,ул.им.Рахова В.Г,д.171/179
,Саратовская обл. г.Саратов,ул.им.Чернышевского Н.Г.,д.6
,Саратовская обл. г.Саратов,ул.им.Шехурдина А.П.,д.26Б
,Саратовская обл. г.Саратов,ул.им.Шехурдина А.П.,д.48/1
,Саратовская обл. г.Саратов,ул.Ипподромная,д.17
,Саратовская обл. г.Саратов,ул.Кленовая,д.7А
,Саратовская обл. г.Саратов,ул.Мясницкая,д.140
,Саратовская обл. г.Саратов,ул.Мясницкая,д.73
,Саратовская обл. г.Саратов,ул.Нижняя Сорговая,д.14/1
,Саратовская обл. г.Саратов,ул.Огородная,д.151
,Саратовская обл. г.Саратов,ул.Одесская,д.11
,Саратовская обл. г.Саратов,ул.Пензенская,д.31
,Саратовская обл. г.Саратов,ул.Перспективная,д.27А
,Саратовская обл. г.Саратов,ул.Серова,д.3
,Саратовская обл. г.Саратов,ул.Тархова,д.17А
,Саратовская обл. г.Саратов,ул.Тархова,д.29А
,Саратовская обл. г.Саратов,ул.Тархова,д.41/1
,Саратовская обл. г.Саратов,ул.Тульская,зд.39А
,Саратовская обл. г.Саратов,ул.Усть-Курдюмская,д.11 пом.9
,Саратовская обл. г.Саратов,ш.Московское,д.17
,Саратовская обл. г.Саратов,ш.Ново-Астраханское,д.55
,Саратовская обл. г.Саратов,ш.Ново-Астраханское,д.62
,Саратовская обл. с.Александровка,ул.Центральная,д.53
,Саратовская обл. п.Светлый,ул.Гагарина,д.8
,Саратовская обл. рп.Сенной,ул.Привокзальная,д.5
,Саратовская обл. п.Степное,ул.50 лет Победы,д.41
,Саратовская обл. с.Сторожевка,пер.Свободный,д.4А
,Саратовская обл. рп.Татищево,ул.Красноармейская,д.20А
,Саратовская обл. рп.Татищево,ул.Северная (1 кв-л),д.15
,Саратовская обл. рп.Татищево,ул.Чапаева,д.44А
,Саратовская обл. рп.Турки,ул.Мира,д.37Г
,Саратовская обл. м.р-н Саратовский с.п.Усть-Курдюмское с.Усть-Курдюм,ул.Комсомольская,д.49А
,Саратовская обл. г.Хвалынск,тер.Торговый центр,д.6
,Саратовская обл. г.Шиханы,ул.Школьная,д.7
,Саратовская обл. г.Энгельс,мкр.2-й,д.27
,Саратовская обл. г.Энгельс п.Прибрежный,ул.Молодежная,д.2А
,Саратовская обл. г.Энгельс,пр-кт Фридриха Энгельса,д.83
,Саратовская обл. г.Энгельс,пр-кт Химиков,д.3П
,Саратовская обл. г.Энгельс,ул.Колотилова,д.12
,Саратовская обл. г.Энгельс,ул.Ломоносова,д.28
,Саратовская обл. г.Энгельс,ул.Маршала Василевского,д.30
,Саратовская обл. г.Энгельс,ул.Полтавская,д.3В
,Саратовская обл. г.Энгельс,ул.Степная,д.128
,Саратовская обл. г.Энгельс,ул.Тельмана,д.150А
,Саратовская обл. г.Энгельс,ул.Тельмана,д.15А
,Саратовская обл. г.Энгельс,ул.Тракторная,д.2Г
,Саратовская обл. г.Энгельс,ул.Трудовая,д.12/1
,Саратовская обл. г.Энгельс,ул.Энгельс-1,д.80
,Саратовская обл. м.р-н Энгельсский г.п.г.Энгельс г.Энгельс,пр-кт Строителей,д.4
,Саратовская обл. м.р-н Энгельсский г.п.г.Энгельс г.Энгельс,ул.Дубовская,д.5 корп.1 пом.1В
,Саратовская обл. м.р-н Энгельсский г.п.г.Энгельс г.Энгельс,ул.Рабочая,д.125А
,Саха (Якутия) респ. г.о.Жатай п.Жатай,ул.Шараборова,д.2/1
,Саха (Якутия) респ. м.р-н Мегино-Кангаласский г.п.п.Нижний Бестях п.Нижний Бестях,ул.Неверской,д.1 к.1
,Саха (Якутия) респ. г.о.г.Якутск г.Якутск,ул.Автодорожная,д.7
,Саха (Якутия) респ. г.о.г.Якутск г.Якутск,ул.Бестужева-Марлинского,д.39
,Саха (Якутия) респ. г.о.г.Якутск г.Якутск,ул.им.Д.Д.Красильникова,д.18
,Саха (Якутия) респ. г.о.г.Якутск г.Якутск,ш.Хатын-Юряхское 5 км,д.1/4
,Сахалинская обл. г.о.Долинский г.Долинск,ул.Горького,д.16
,Сахалинская обл. г.о.Корсаковский г.Корсаков,ул.Крутая,д.25/2
,Сахалинская обл. г.о.Корсаковский г.Корсаков,ул.Советская,д.33
,Сахалинская обл. р-н Поронайский г.Поронайск,ул.Ленина,д.14-А
,Сахалинская обл. г.о.г.Южно-Сахалинск г.Южно-Сахалинск,пр-кт Победы,д.50
,Сахалинская обл. г.о.г.Южно-Сахалинск г.Южно-Сахалинск,ул.Ленина,д.328А
,Сахалинская обл. г.о.г.Южно-Сахалинск г.Южно-Сахалинск,ул.Ленина,д.331 кв.3
,Сахалинская обл. г.о.г.Южно-Сахалинск г.Южно-Сахалинск,ул.Лермонтова,д.84
,Сахалинская обл. г.о.г.Южно-Сахалинск г.Южно-Сахалинск,ул.Тихая,д.104
,Сахалинская обл. г.Южно-Сахалинск,ул.Ленина,д.219
,Сахалинская обл. г.Южно-Сахалинск,ул.Сахалинская,д.184А
,Свердловская обл. г.Арамиль,ул.Ленина,д.2Д
,Свердловская обл. г.Арамиль,ул.Пролетарская,д.82/6
,Свердловская обл. г.о.Арамильский г.Арамиль,ул.Карла Маркса,д.17
,Свердловская обл. г.о.Верхняя Пышма г.Верхняя Пышма с.Балтым,ул.Первомайская,д.41В
,Свердловская обл. г.Березовский,ул.Гагарина,д.17
,Свердловская обл. г.Березовский,ул.Красных Героев,д.18
,Свердловская обл. г.Березовский,ул.Мира,д.3
,Свердловская обл. г.о.Березовский г.Березовский,ул.Гагарина,д.12
,Свердловская обл. г.о.Сысертский п.Большой Исток,ул.Кооперативная,д.4Б
,Свердловская обл. п.Большой Исток,ул.Трудовая,д.48А
,Свердловская обл. г.В.Пышма,ул.Уральских рабочих,д.48
,Свердловская обл. г.В.Пышма,пр-кт Успенский,д.101
,Свердловская обл. г.В.Пышма,пр-кт Успенский,д.60
,Свердловская обл. г.В.Пышма,ул.Победы,д.5
,Свердловская обл. г.о.Верхняя Пышма г.Верхняя Пышма,пр-кт Успенский,д.20 оф.2.8.2
,Свердловская обл. г.о.Верхняя Пышма г.Верхняя Пышма,ул.Октябрьская,д.5 оф.4
,Свердловская обл. г.о.Верхняя Пышма г.Верхняя Пышма,ул.Петрова,д.33А пом.1А
,Свердловская обл. г.Екатеринбург,ул.Крауля,д.82 литера Б
,Свердловская обл. г.Екатеринбург,б-р Золотистый,д.4
,Свердловская обл. г.Екатеринбург,п.Совхозный ул.Городская,д.4
,Свердловская обл. г.Екатеринбург,пер.Замятина,д.22
,Свердловская обл. г.Екатеринбург,пер.Красный,д.7
,Свердловская обл. г.Екатеринбург,пер.Невьянский,д.1
,Свердловская обл. г.Екатеринбург,пер.Трамвайный,д.2/2
,Свердловская обл. г.Екатеринбург,пр-кт Академика Сахарова,д.47
,Свердловская обл. г.Екатеринбург,пр-кт Космонавтов,д.45А
,Свердловская обл. г.Екатеринбург,пр-кт Космонавтов,д.78Б
,Свердловская обл. г.Екатеринбург,пр-кт Ленина,д.54 корп.3
,Свердловская обл. г.Екатеринбург,пр-кт Ленина,д.70/ул.Гагарина д.18 литер Ф
,Свердловская обл. г.Екатеринбург,пр-кт Седова,д.31
,Свердловская обл. г.Екатеринбург,ул.40-летия Комсомола,д.32Г
,Свердловская обл. г.Екатеринбург,ул.8 Марта,д.128
,Свердловская обл. г.Екатеринбург,ул.8 Марта,д.55/ул.Декабристов д.77Б
,Свердловская обл. г.Екатеринбург,ул.Авиаторов,д.1 пом.2
,Свердловская обл. г.Екатеринбург,ул.Азина,д.26/ул.Авейде Марии д.16
,Свердловская обл. г.Екатеринбург,ул.Академика Бардина,д.11А
,Свердловская обл. г.Екатеринбург,ул.Академика Бардина,д.21
,Свердловская обл. г.Екатеринбург,ул.Академика Бардина,д.48
,Свердловская обл. г.Екатеринбург,ул.Академика Вонсовского,д.21
,Свердловская обл. г.Екатеринбург,ул.Академика Шварца,д.6 корп.1
,Свердловская обл. г.Екатеринбург,ул.Амундсена,д.53
,Свердловская обл. г.Екатеринбург,ул.Ангарская,д.54Б
,Свердловская обл. г.Екатеринбург,ул.Антона Валека ,д.12
,Свердловская обл. г.Екатеринбург,ул.Армавирская,д.20
,Свердловская обл. г.Екатеринбург,ул.Бажова,д.68
,Свердловская обл. г.Екатеринбург,ул.Бажова,д.75
,Свердловская обл. г.Екатеринбург,ул.Баумана,д.23
,Свердловская обл. г.Екатеринбург,ул.Баумана,д.56
,Свердловская обл. г.Екатеринбург,ул.Бебеля,д.138
,Свердловская обл. г.Екатеринбург,ул.Белинского,д.200А
,Свердловская обл. г.Екатеринбург,ул.Белоярская,д.1
,Свердловская обл. г.Екатеринбург,ул.Билимбаевская,д.17
,Свердловская обл. г.Екатеринбург,ул.Блюхера,д.41
,Свердловская обл. г.Екатеринбург,ул.Большакова,д.143
,Свердловская обл. г.Екатеринбург,ул.Боровая,д.31
,Свердловская обл. г.Екатеринбург,ул.Вильгельма де Геннина,д.42А
,Свердловская обл. г.Екатеринбург,ул.Водоемная,д.80/1
,Свердловская обл. г.Екатеринбург,ул.Восточная,д.162Б
,Свердловская обл. г.Екатеринбург,ул.Восточная,д.230
,Свердловская обл. г.Екатеринбург,ул.Городская,д.6
,Свердловская обл. г.Екатеринбург,ул.Гурзуфская,д.16
,Свердловская обл. г.Екатеринбург,ул.Данилы Зверева,д.16
,Свердловская обл. г.Екатеринбург,ул.Донбасская,д.8 пом.1
,Свердловская обл. г.Екатеринбург,ул.Дружининская,д.5Б
,Свердловская обл. г.Екатеринбург,ул.Заводская,д.11
,Свердловская обл. г.Екатеринбург,ул.Ильича,д.44
,Свердловская обл. г.Екатеринбург,ул.Индустрии,д.47
,Свердловская обл. г.Екатеринбург,ул.Индустрии,д.57/1
,Свердловская обл. г.Екатеринбург,ул.Кировградская,д.17 пом.1
,Свердловская обл. г.Екатеринбург,ул.Кишиневская,д.54
,Свердловская обл. г.Екатеринбург,ул.Ключевская,д.15
,Свердловская обл. г.Екатеринбург,ул.Колмогорова,д.73
,Свердловская обл. г.Екатеринбург,ул.Коммунистическая,д.101/ул.Бакинских комиссаров д.129
,Свердловская обл. г.Екатеринбург,ул.Комсомольская,д.1
,Свердловская обл. г.Екатеринбург,ул.Краснолесья,д.161
,Свердловская обл. г.Екатеринбург,ул.Краснофлотцев д.24/ул.Старых большевиков,д.12
,Свердловская обл. г.Екатеринбург,ул.Краснофлотцев,д.36
,Свердловская обл. г.Екатеринбург,ул.Крауля,д.93
,Свердловская обл. г.Екатеринбург,ул.Культуры д.10/ул.Красных партизан,д.10
,Свердловская обл. г.Екатеринбург,ул.Латвийская,д.2
,Свердловская обл. г.Екатеринбург,ул.Луначарского д.217/ул.Декабристов,д.27
,Свердловская обл. г.Екатеринбург,ул.Малышева,д.154
,Свердловская обл. г.Екатеринбург,ул.Мамина-Сибиряка,д.132
,Свердловская обл. г.Екатеринбург,ул.Машинная,д.46
,Свердловская обл. г.Екатеринбург,ул.Опалихинская,д.42
,Свердловская обл. г.Екатеринбург,ул.Папанина,д.18
,Свердловская обл. г.Екатеринбург,ул.Пехотинцев,д.10
,Свердловская обл. г.Екатеринбург,ул.Победы,д.9
,Свердловская обл. г.Екатеринбург,ул.Попова,д.10/ул.Хохрякова д.11
,Свердловская обл. г.Екатеринбург,ул.Посадская,д.43
,Свердловская обл. г.Екатеринбург,ул.Репина,д.80
,Свердловская обл. г.Екатеринбург,ул.Репина,д.93
,Свердловская обл. г.Екатеринбург,ул.Родонитовая,д.38
,Свердловская обл. г.Екатеринбург,ул.Селькоровская,д.100 корп.1
,Свердловская обл. г.Екатеринбург,ул.Смазчиков,д.3
,Свердловская обл. г.Екатеринбург,ул.Советская,д.56
,Свердловская обл. г.Екатеринбург,ул.Совхозная,д.2
,Свердловская обл. г.Екатеринбург,ул.Старых Большевиков,д.75
,Свердловская обл. г.Екатеринбург,ул.Старых Большевиков,д.91
,Свердловская обл. г.Екатеринбург,ул.Суходольская,д.47
,Свердловская обл. г.Екатеринбург,ул.Сыромолотова,д.28А
,Свердловская обл. г.Екатеринбург,ул.Сыромолотова,д.7
,Свердловская обл. г.Екатеринбург,ул.Таганская,д.17
,Свердловская обл. г.Екатеринбург,ул.Таганская,д.53А
,Свердловская обл. г.Екатеринбург,ул.Татищева,д.60
,Свердловская обл. г.Екатеринбург,ул.Техническая,д.36
,Свердловская обл. г.Екатеринбург,ул.Техническая,д.64
,Свердловская обл. г.Екатеринбург,ул.Титова,д.44А
,Свердловская обл. г.Екатеринбург,ул.Титова,д.8 корп.3
,Свердловская обл. г.Екатеринбург,ул.Уральская,д.68 корп.1
,Свердловская обл. г.Екатеринбург,ул.Фрунзе,д.65 №2
,Свердловская обл. г.Екатеринбург,ул.Хохрякова,д.72
,Свердловская обл. г.Екатеринбург,ул.Хрустальногорская,д.93
,Свердловская обл. г.Екатеринбург,ул.Челюскинцев,д.29
,Свердловская обл. г.Екатеринбург,ул.Шаумяна,д.103 корп.1
,Свердловская обл. г.Екатеринбург,ул.Шевченко,д.21
,Свердловская обл. г.Екатеринбург,ул.Шишимская,д.19
,Свердловская обл. г.Екатеринбург,ул.Щорса,д.35
,Свердловская обл. г.Екатеринбург,ул.Южногорская,д.11
,Свердловская обл. г.Екатеринбург,ул.Юлиуса Фучика,д.1
,Свердловская обл. г.Екатеринбург,ул.Ясная,д.34 корп.1
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,б-р Золотистый,д.11 пом.1
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,мкр.Светлый,д.7
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,пр-кт Космонавтов,д.108Б
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Академика Вонсовского,д.19 пом.4
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Бакинских комиссаров,д.27 пом.1
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Баумана,д.1 пом.1
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Блюхера,д.40
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Вильгельма де Геннина,д.34 оф.12
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Донбасская,д.21 оф.1
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Калинина,д.59 оф.2
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Калинина,д.79 пом.1
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Коуровская,д.13/3 пом. б/н
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Краснофлотцев,д.69
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Машиностроителей,д.12
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Московская,д.192
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Расточная,д.15 корп.1
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Рощинская,д.50
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Старых Большевиков,д.82 к.2 пом.1
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Стачек,д.62
,Свердловская обл. г.о.г.Екатеринбург г.Екатеринбург,ул.Сулимова,"д.3/2 пом.1,1/2"
